회원번호,조합원상태,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,연령대,구매금액,구,동,연령60이상,방문횟수,연령대_4560대
1233432640,1,0,46.0,0,1,0,40대,7274.0,수지구,풍덕천동,0,1,1
1233506880,1,0,63.0,0,0,0,60대,7658.0,수지구,풍덕천동,1,1,1
1233746304,1,0,35.0,0,0,0,30대,221594.0,수지구,동천동,0,13,0
1233957888,1,0,51.0,0,0,0,50대,298247.0,수지구,풍덕천동,0,23,1
1234024704,1,0,43.0,0,0,0,40대,45371.0,수지구,동천동,0,2,1
1234030272,1,0,28.0,0,0,0,20대이하,10912.0,분당구,분당동,0,2,0
1234074816,1,0,43.0,0,0,0,40대,20006.0,서울 송파구,기타,0,2,1
1234115648,1,0,46.0,0,0,0,40대,106404.0,수지구,풍덕천동,0,9,1
1234355072,1,0,32.0,0,0,0,30대,113430.0,수지구,풍덕천동,0,10,0
1234473856,1,0,38.0,0,0,0,30대,67004.0,수지구,풍덕천동,0,12,0
1234598208,1,0,62.0,0,0,0,60대,7658.0,수지구,풍덕천동,1,1,1
1234793088,1,0,37.0,0,0,0,30대,44127.0,기타,기타,0,5,0
1234948992,1,0,46.0,0,0,0,40대,249637.0,수지구,풍덕천동,0,20,1
1234965696,1,0,46.0,0,1,0,40대,1499845.0,수지구,풍덕천동,0,65,1
1235080768,1,0,52.0,0,0,0,50대,13592.0,수지구,풍덕천동,0,1,1
1235132736,1,0,37.0,0,0,0,30대,50923.0,수지구,신봉동,0,2,0
1235179136,1,0,44.0,0,0,0,40대,240930.0,수지구,성복동,0,6,1
1235325760,1,0,69.0,0,0,0,60대,3796472.0,수지구,풍덕천동,1,56,1
1235409280,1,0,31.0,0,0,0,30대,239014.0,수지구,동천동,0,12,0
1235513216,1,0,51.0,0,0,0,50대,15315.0,수지구,풍덕천동,0,1,1
1235815744,1,0,49.0,0,0,0,40대,229348.0,수지구,신봉동,0,12,1
1235964224,1,0,59.0,0,0,0,50대,34556.0,수지구,죽전동,0,2,1
1235992064,1,0,35.0,0,0,0,30대,374651.0,수지구,풍덕천동,0,32,0
1236019904,1,0,36.0,0,0,0,30대,13210.0,기타,기타,0,2,0
1236237056,1,0,60.0,0,0,0,60대,2573852.0,수지구,풍덕천동,1,79,1
1236339136,1,0,34.0,0,0,0,30대,84809.0,수지구,상현동,0,5,0
1236346560,1,0,34.0,0,0,0,30대,43075.0,수정구,복정동,0,4,0
123643008,1,0,56.0,0,0,0,50대,112375.0,기타,기타,0,3,1
1236797568,1,0,36.0,1,0,0,30대,886272.0,수지구,풍덕천동,0,23,0
1237029568,1,0,56.0,1,0,0,50대,826894.0,수지구,동천동,0,20,1
1237055552,1,0,36.0,1,0,0,30대,585715.0,수지구,풍덕천동,0,26,0
1237189184,1,0,45.0,0,0,0,40대,10816.0,수지구,풍덕천동,0,1,1
1237250432,1,0,42.0,0,0,0,40대,14358.0,수지구,죽전동,0,1,1
1237413760,1,0,34.0,0,0,0,30대,17804.0,서울 송파구,기타,0,5,0
1237874048,1,0,50.0,0,0,0,50대,175706.0,수지구,상현동,0,4,1
1237990976,1,0,56.0,0,0,0,50대,26227.0,수지구,죽전동,0,1,1
1238081920,1,0,70.0,0,0,0,70대이상,148751.0,기타,기타,1,13,0
1238341760,1,0,43.0,0,0,0,40대,507031.0,수지구,신봉동,0,27,1
1238440128,1,0,40.0,0,1,0,40대,278728.0,수지구,풍덕천동,0,32,1
1238469824,1,0,72.0,0,0,0,70대이상,56379.0,기타,기타,1,2,0
1238555200,1,0,65.0,0,0,1,60대,834039.0,분당구,정자동,1,67,1
1238635008,1,0,40.0,1,0,0,40대,1089394.0,수지구,동천동,0,34,1
1238753792,1,0,71.0,0,0,0,70대이상,94132.0,수지구,풍덕천동,1,2,0
1238898560,1,0,39.0,0,0,0,30대,21824.0,기타,기타,0,1,0
1239110144,1,0,40.0,0,0,0,40대,30248.0,분당구,중동,0,1,1
1239167680,1,0,38.0,0,0,0,30대,63463.0,수지구,신봉동,0,2,0
1239260480,1,0,35.0,0,0,0,30대,80870.0,기흥구,마북동,0,4,0
1239420096,1,0,34.0,0,0,0,30대,8806.0,광주,오포읍,0,1,0
1239449792,1,0,55.0,0,0,0,50대,1636072.0,수지구,동천동,0,54,1
1239464640,1,0,43.0,0,1,0,40대,69014.0,수지구,상현동,0,4,1
1239568576,1,0,38.0,0,0,0,30대,202065.0,수지구,신봉동,0,10,0
123958528,1,0,55.0,0,1,0,50대,38288.0,수지구,상현동,0,2,1
123965952,1,0,87.0,0,0,0,70대이상,253248.0,수지구,풍덕천동,1,23,0
1240227456,1,0,44.0,0,1,0,40대,1182440.0,수지구,풍덕천동,0,69,1
1240240448,1,0,60.0,0,0,0,60대,229538.0,수지구,신봉동,1,19,1
1240427904,1,0,48.0,0,0,0,40대,26611.0,수지구,신봉동,0,2,1
1240529984,1,0,35.0,0,0,0,30대,38575.0,수지구,풍덕천동,0,5,0
1241032960,1,0,38.0,0,0,0,30대,184404.0,수지구,풍덕천동,0,8,0
1241402304,1,0,66.0,0,0,0,60대,231739.0,수지구,신봉동,1,8,1
1241467264,1,0,37.0,0,0,0,30대,40394.0,수지구,동천동,0,3,0
1241509952,1,0,66.0,1,0,0,60대,601413.0,수지구,상현동,1,22,1
1241645440,1,0,49.0,0,0,0,40대,98401.0,수지구,풍덕천동,0,13,1
1241708544,1,0,48.0,0,1,1,40대,1456935.0,수지구,풍덕천동,0,91,1
1241741952,1,0,42.0,0,0,0,40대,4020.0,수지구,상현동,0,1,1
1241814336,1,0,59.0,0,0,0,50대,1181110.0,수지구,상현동,0,42,1
1241886720,1,0,65.0,0,0,0,60대,243897.0,기타,기타,1,11,1
1242189248,1,0,70.0,0,0,0,70대이상,6892.0,수지구,풍덕천동,1,1,0
1242248640,1,0,38.0,0,0,0,30대,50349.0,수지구,신봉동,0,1,0
124236928,1,0,55.0,0,0,0,50대,25845.0,수원 영통구,기타,0,2,1
1242424960,1,0,35.0,0,0,0,30대,5169.0,기흥구,서천동,0,1,0
1242723776,1,0,49.0,0,0,0,40대,229729.0,기흥구,언남동,0,11,1
1242796160,1,0,71.0,0,0,0,70대이상,8328.0,수지구,상현동,1,2,0
1242857408,1,0,32.0,0,0,0,30대,58964.0,수지구,풍덕천동,0,3,0
1242939072,1,0,40.0,1,0,0,40대,784811.0,수지구,풍덕천동,0,24,1
1243046720,1,0,37.0,1,0,0,30대,479560.0,기흥구,마북동,0,14,0
1243779840,1,0,55.0,0,0,0,50대,25270.0,수지구,풍덕천동,0,1,1
1243805824,1,1,37.0,0,0,0,30대,30440.0,수지구,풍덕천동,0,4,0
124387264,1,0,60.0,0,0,0,60대,113525.0,수지구,신봉동,1,8,1
124390976,1,0,46.0,0,0,0,40대,143200.0,수지구,풍덕천동,0,12,1
1244054528,1,0,78.0,0,0,0,70대이상,211928.0,수지구,동천동,1,15,0
1244069376,1,0,38.0,0,0,0,30대,2297.0,분당구,정자동,0,1,0
1244162176,1,0,37.0,0,0,0,30대,30210.0,수지구,죽전동,0,2,0
1244227136,1,0,37.0,0,0,0,30대,4403.0,수지구,신봉동,0,1,0
124431808,1,0,59.0,0,0,0,50대,861084.0,수지구,풍덕천동,0,42,1
1244709696,1,0,45.0,0,0,0,40대,14453.0,수지구,신봉동,0,2,1
1244711552,1,0,70.0,0,0,0,70대이상,15029.0,수지구,신봉동,1,2,0
1245006656,1,0,38.0,0,0,0,30대,82760.0,수지구,풍덕천동,0,6,0
1245067904,1,0,42.0,0,0,0,40대,68632.0,서울 송파구,기타,0,1,1
124515328,1,0,50.0,0,0,0,50대,78778.0,수지구,상현동,0,5,1
124522752,1,0,61.0,0,0,0,60대,61069.0,수지구,동천동,1,3,1
1245411264,1,0,35.0,0,1,0,30대,742645.0,수지구,풍덕천동,0,51,0
1245420544,1,0,67.0,0,0,0,60대,49392.0,수지구,풍덕천동,1,3,1
1245489216,1,0,50.0,0,1,0,50대,959538.0,수지구,풍덕천동,0,48,1
1245602432,1,0,39.0,0,0,0,30대,71216.0,기타,기타,0,10,0
1245626560,1,0,36.0,0,0,0,30대,165214.0,수지구,풍덕천동,0,14,0
1245823296,1,0,63.0,0,0,0,60대,48626.0,기흥구,언남동,1,1,1
1246122112,1,0,41.0,0,0,0,40대,97732.0,분당구,중동,0,4,1
124615552,1,0,70.0,0,0,0,70대이상,96391.0,수지구,신봉동,1,6,0
1246159232,1,0,28.0,1,0,0,20대이하,611255.0,수지구,성복동,0,23,0
124632256,1,0,49.0,0,1,0,40대,893648.0,수지구,동천동,0,44,1
1246355968,1,0,48.0,0,0,0,40대,37522.0,기흥구,보정동,0,2,1
1246578688,1,0,47.0,0,0,0,40대,15890.0,기흥구,공세동,0,1,1
1246953600,1,0,51.0,0,0,0,50대,37714.0,기타,기타,0,3,1
1247063104,1,0,39.0,0,0,0,30대,212882.0,수지구,풍덕천동,0,24,0
1247142912,1,0,64.0,0,0,0,60대,235665.0,수지구,신봉동,1,13,1
1247642176,1,0,52.0,0,0,0,50대,92656.0,기타,기타,0,5,1
1247731264,1,0,35.0,0,0,0,30대,193065.0,화성,기타,0,21,0
1247749824,1,0,34.0,0,0,0,30대,4977.0,기타,기타,0,1,0
1247766528,1,0,33.0,0,1,0,30대,92371.0,기타,기타,0,7,0
1247781376,1,0,36.0,0,0,0,30대,12635.0,수지구,상현동,0,1,0
1247946560,1,0,33.0,0,1,0,30대,67579.0,광주,산성동,0,2,0
1247948416,1,0,43.0,0,0,0,40대,6892.0,수지구,상현동,0,1,1
1248041216,1,0,39.0,0,0,0,30대,374075.0,수지구,상현동,0,21,0
1248250944,1,0,60.0,0,0,0,60대,179287.0,수지구,신봉동,1,8,1
1248395712,1,0,63.0,0,0,0,60대,141858.0,수원 영통구,기타,1,6,1
1248505216,1,0,31.0,0,0,0,30대,5935.0,광주,오포읍,0,1,0
1248657408,1,0,37.0,0,0,0,30대,10146.0,수지구,신봉동,0,1,0
1248783616,1,0,52.0,0,0,0,50대,95816.0,수지구,신봉동,0,5,1
1248887552,1,0,39.0,0,0,0,30대,311380.0,수지구,풍덕천동,0,14,0
1248963648,1,0,43.0,0,0,0,40대,40203.0,수지구,신봉동,0,5,1
124908800,1,0,52.0,0,1,0,50대,2757911.0,수지구,상현동,0,73,1
1249188224,1,0,58.0,0,0,0,50대,5743.0,기흥구,청덕동,0,1,1
1249190080,1,0,38.0,0,0,0,30대,80980.0,기흥구,신갈동,0,2,0
1249264320,1,0,38.0,1,0,0,30대,477702.0,분당구,정자동,0,23,0
1249310720,1,0,35.0,0,0,0,30대,493818.0,수지구,풍덕천동,0,33,0
1249423936,1,0,47.0,0,0,0,40대,446208.0,수지구,풍덕천동,0,8,1
1249795136,1,0,44.0,0,0,0,40대,49965.0,수지구,풍덕천동,0,5,1
1249860096,1,0,68.0,0,0,0,60대,25079.0,서울 강남구,기타,1,2,1
124996032,1,0,72.0,0,0,0,70대이상,133539.0,수지구,동천동,1,12,0
1250095808,1,0,49.0,0,1,0,40대,470946.0,수지구,풍덕천동,0,1,1
125025728,1,0,48.0,0,0,0,40대,399176.0,수지구,풍덕천동,0,21,1
1250424320,1,0,51.0,0,0,0,50대,6126.0,기흥구,영덕동,0,1,1
1250457728,1,0,41.0,0,0,0,40대,49583.0,수지구,풍덕천동,0,2,1
1250520832,1,0,63.0,0,1,0,60대,2489.0,수지구,신봉동,1,1,1
1250550528,1,0,43.0,0,1,1,40대,1585131.0,수지구,신봉동,0,81,1
1250678592,1,0,45.0,1,0,0,40대,444015.0,수지구,풍덕천동,0,23,1
1250821504,1,0,47.0,0,1,0,40대,2217137.0,수지구,상현동,0,62,1
1250899456,0,0,61.0,0,0,0,60대,42500.0,분당구,수내동,1,3,1
1251055360,0,0,47.0,0,0,0,40대,236143.0,수지구,신봉동,0,10,1
1251205696,1,0,74.0,0,0,0,70대이상,603991.0,수지구,풍덕천동,1,30,0
125159360,1,0,50.0,0,0,0,50대,200096.0,수지구,신봉동,0,11,1
1251693824,1,0,44.0,0,0,0,40대,242747.0,수지구,풍덕천동,0,16,1
1251756928,1,0,42.0,0,0,0,40대,22589.0,수지구,상현동,0,1,1
1251872000,1,0,51.0,0,0,0,50대,121336.0,수지구,신봉동,0,5,1
1251881280,1,0,56.0,0,0,0,50대,59155.0,기타,기타,0,1,1
1251979648,1,0,47.0,0,0,0,40대,25462.0,수지구,풍덕천동,0,2,1
125263296,1,0,56.0,0,0,0,50대,13784.0,수지구,풍덕천동,0,2,1
125281856,1,0,53.0,0,0,0,50대,12826.0,수지구,상현동,0,1,1
125287424,1,0,49.0,0,1,1,40대,3630485.0,수지구,상현동,0,145,1
1253111808,1,0,45.0,0,0,0,40대,188760.0,수지구,풍덕천동,0,17,1
1253364224,1,0,51.0,0,0,0,50대,10912.0,수지구,상현동,0,1,1
1253423616,1,0,43.0,0,0,0,40대,34268.0,수지구,성복동,0,1,1
125354240,1,0,71.0,0,0,0,70대이상,14741.0,기타,기타,1,1,0
1253609216,1,0,37.0,0,0,0,30대,49201.0,수지구,풍덕천동,0,2,0
125363520,1,0,79.0,0,0,0,70대이상,201395.0,수지구,상현동,1,6,0
1253854208,1,0,64.0,0,0,0,60대,15124.0,수정구,위례(창곡)동,1,1,1
1254049088,1,0,34.0,0,0,0,30대,124533.0,기타,기타,0,6,0
1254282944,1,0,45.0,0,0,0,40대,46043.0,기흥구,중동,0,8,1
1254702400,1,0,35.0,0,0,0,30대,28525.0,수지구,신봉동,0,1,0
1255277760,1,0,58.0,0,1,0,50대,35799.0,수지구,신봉동,0,7,1
1255455936,1,0,37.0,0,0,0,30대,75812.0,수지구,상현동,0,8,0
1255470784,1,0,57.0,0,0,0,50대,19336.0,수원 영통구,기타,0,1,1
1255474496,1,0,43.0,0,0,0,40대,182732.0,수지구,동천동,0,8,1
1255745472,1,0,56.0,0,0,0,50대,85287.0,수지구,풍덕천동,0,5,1
1255801152,1,0,44.0,1,0,0,40대,432947.0,수지구,성복동,0,13,1
125617792,1,0,46.0,0,0,0,40대,55901.0,수지구,동천동,0,1,1
1256662336,1,1,48.0,0,0,0,40대,25844.0,분당구,정자동,0,2,1
1256808960,1,0,45.0,0,0,0,40대,382091.0,수지구,상현동,0,8,1
1256981568,1,0,62.0,0,0,0,60대,258908.0,수지구,풍덕천동,1,14,1
1256983424,1,0,42.0,0,0,0,40대,9189.0,수지구,상현동,0,1,1
125708736,1,0,52.0,0,0,0,50대,10146.0,수지구,죽전동,0,1,1
1257315648,1,0,39.0,0,0,0,30대,76768.0,수지구,상현동,0,2,0
125732864,1,0,47.0,1,0,0,40대,470944.0,수지구,풍덕천동,0,20,1
1257427008,1,0,39.0,0,0,0,30대,180529.0,기타,기타,0,4,0
1257486400,1,0,43.0,0,0,0,40대,32545.0,수지구,풍덕천동,0,1,1
1257527232,1,0,36.0,0,0,0,30대,27280.0,수지구,풍덕천동,0,4,0
1257723968,1,0,50.0,0,0,0,50대,384831.0,수지구,풍덕천동,0,19,1
1257813056,1,0,39.0,0,0,0,30대,87872.0,수지구,상현동,0,9,0
1257948544,1,0,71.0,0,0,0,70대이상,175552.0,수지구,풍덕천동,1,10,0
1258288192,1,0,42.0,0,0,0,40대,25806.0,수지구,동천동,0,2,1
1258507200,1,0,46.0,0,0,0,40대,762034.0,수지구,신봉동,0,30,1
1258512768,1,0,45.0,0,0,0,40대,208192.0,수지구,풍덕천동,0,11,1
1258523904,1,0,43.0,0,0,0,40대,120895.0,수지구,풍덕천동,0,7,1
1258583296,1,0,56.0,0,1,0,50대,9572.0,수원 영통구,기타,0,1,1
1258676096,1,0,37.0,0,1,0,30대,107687.0,수지구,풍덕천동,0,5,0
1258828288,1,0,32.0,0,0,0,30대,4977.0,수원 권선구,기타,0,1,0
1259004608,1,0,36.0,0,0,0,30대,40393.0,수지구,상현동,0,2,0
1259008320,1,0,35.0,0,0,0,30대,207714.0,수지구,풍덕천동,0,16,0
1259325696,1,1,39.0,0,0,0,30대,154015.0,수지구,성복동,0,7,0
1259470464,1,0,37.0,0,0,0,30대,116973.0,수지구,동천동,0,9,0
1259526144,1,0,50.0,0,0,0,50대,1127320.0,수지구,풍덕천동,0,43,1
1259576256,1,0,32.0,0,0,0,30대,12635.0,기타,기타,0,1,0
1259672768,1,0,52.0,0,0,0,50대,212869.0,수지구,풍덕천동,0,21,1
1259849088,1,0,36.0,0,1,0,30대,92179.0,수지구,풍덕천동,0,8,0
1259964160,1,0,54.0,1,0,0,50대,434669.0,수지구,풍덕천동,0,32,1
126000128,1,0,60.0,0,0,0,60대,77533.0,수지구,신봉동,1,5,1
1260010560,1,0,39.0,0,0,0,30대,14741.0,수지구,상현동,0,1,0
1260166464,1,0,61.0,0,0,0,60대,467116.0,기타,기타,1,32,1
1260444864,1,0,63.0,0,0,0,60대,66431.0,서울 강남구,기타,1,3,1
1260559936,1,0,74.0,1,0,0,70대이상,500408.0,기타,기타,1,26,0
1261202112,1,0,31.0,0,0,0,30대,28334.0,수지구,기타,0,1,0
1261211392,1,0,34.0,0,0,0,30대,68824.0,수지구,성복동,0,5,0
1261322752,1,0,44.0,0,0,0,40대,100794.0,수지구,상현동,0,5,1
1261487936,1,1,39.0,0,0,0,30대,27567.0,기타,기타,0,2,0
1261541760,1,0,58.0,0,1,0,50대,1058353.0,수지구,풍덕천동,0,53,1
1261619712,1,0,74.0,0,1,0,70대이상,24122.0,수지구,풍덕천동,1,4,0
1261666112,1,0,33.0,1,0,0,30대,425285.0,수지구,동천동,0,21,0
1262167232,1,0,48.0,0,0,0,40대,245714.0,수지구,신봉동,0,20,1
1262185792,1,0,41.0,0,0,0,40대,82322.0,수지구,상현동,0,10,1
1262235904,1,0,39.0,0,0,0,30대,63558.0,수지구,죽전동,0,2,0
1262375104,1,0,60.0,0,0,0,60대,6509.0,수지구,신봉동,1,1,1
1262518016,1,0,35.0,0,0,0,30대,171970.0,수지구,풍덕천동,0,13,0
1262519872,1,0,63.0,0,0,0,60대,86722.0,수지구,동천동,1,7,1
126252544,1,0,75.0,0,0,0,70대이상,76195.0,수지구,상현동,1,6,0
1262666496,1,0,53.0,0,0,0,50대,24696.0,기타,기타,0,1,1
1262965312,1,0,34.0,0,0,0,30대,163493.0,수지구,풍덕천동,0,13,0
1263076672,1,0,37.0,0,0,0,30대,118885.0,수지구,풍덕천동,0,5,0
1263143488,1,0,39.0,0,0,0,30대,21634.0,수지구,풍덕천동,0,3,0
1263160192,1,0,62.0,0,0,0,60대,70739.0,화성,기타,1,4,1
1263262272,1,0,39.0,0,0,0,30대,26802.0,기타,기타,0,1,0
1263477568,1,1,43.0,0,0,0,40대,299722.0,수지구,풍덕천동,0,21,1
1263483136,1,0,51.0,0,0,0,50대,21633.0,수지구,신봉동,0,3,1
1263691008,1,0,37.0,0,0,0,30대,18187.0,기타,기타,0,1,0
1263824640,1,0,44.0,0,0,0,40대,67005.0,수원 영통구,기타,0,1,1
1263921152,1,0,59.0,0,0,0,50대,6509.0,수지구,풍덕천동,0,1,1
1263948992,1,0,49.0,0,0,0,40대,23452.0,수지구,동천동,0,1,1
1263969408,1,0,34.0,0,0,0,30대,52551.0,수지구,성복동,0,2,0
1264054784,1,0,82.0,0,0,0,70대이상,22590.0,수지구,신봉동,1,4,0
1264227392,1,0,38.0,0,0,0,30대,217667.0,수지구,상현동,0,12,0
1264244096,1,0,48.0,1,0,0,40대,510869.0,수지구,풍덕천동,0,21,1
126458560,1,0,50.0,0,0,0,50대,4595.0,기흥구,마북동,0,1,1
1264977216,1,0,67.0,0,0,0,60대,141474.0,수지구,신봉동,1,7,1
1265094144,1,0,46.0,0,0,0,40대,140862.0,수지구,신봉동,0,15,1
1265142400,1,0,42.0,0,0,0,40대,39628.0,수지구,풍덕천동,0,3,1
1265168384,1,0,66.0,0,0,0,60대,91414.0,기흥구,청덕동,1,5,1
1265255616,1,0,32.0,0,0,0,30대,14550.0,수지구,동천동,0,2,0
1265340992,1,0,37.0,0,0,0,30대,256337.0,수지구,성복동,0,16,0
126573632,1,0,42.0,0,0,0,40대,67005.0,수지구,풍덕천동,0,2,1
1265736320,1,0,53.0,0,0,0,50대,15315.0,화성,기타,0,1,1
1265771584,1,0,40.0,0,0,0,40대,27184.0,수지구,상현동,0,2,1
1266131648,1,0,32.0,1,0,0,30대,602946.0,수지구,풍덕천동,0,8,0
1266371072,1,0,35.0,0,0,0,30대,73323.0,수지구,동천동,0,10,0
1266423040,1,0,44.0,0,0,0,40대,186177.0,수지구,신봉동,0,7,1
1266426752,1,0,76.0,0,0,0,70대이상,264188.0,수지구,성복동,1,9,0
126659008,1,0,82.0,0,1,0,70대이상,10338.0,수지구,상현동,1,1,0
1266924160,1,0,48.0,0,1,0,40대,162262.0,수지구,성복동,0,4,1
1266974272,1,0,42.0,0,0,0,40대,139082.0,기흥구,언남동,0,4,1
1267028096,1,0,42.0,0,0,0,40대,13018.0,수지구,풍덕천동,0,1,1
1267239680,1,0,37.0,0,0,0,30대,194886.0,분당구,백현동,0,5,0
1267313920,1,0,46.0,0,0,0,40대,62410.0,수지구,상현동,0,8,1
1267334336,1,0,46.0,0,0,0,40대,38480.0,분당구,구미동,0,1,1
1267516224,1,0,47.0,0,0,0,40대,46712.0,기흥구,보정동,0,1,1
1267616448,1,0,43.0,0,0,0,40대,16464.0,수원 영통구,기타,0,1,1
1267714816,1,0,41.0,1,0,0,40대,731773.0,수지구,풍덕천동,0,22,1
1267759360,1,0,40.0,1,0,0,40대,430071.0,수지구,신봉동,0,15,1
1267761216,1,0,39.0,0,0,0,30대,96298.0,수지구,신봉동,0,7,0
1268421952,1,0,54.0,0,0,0,50대,262275.0,수지구,동천동,0,13,1
1268627968,1,1,51.0,0,0,0,50대,15602.0,수원 장안구,기타,0,1,1
1268707776,1,0,33.0,0,0,0,30대,7083.0,기타,기타,0,1,0
1268787584,1,0,64.0,0,0,0,60대,49756.0,수지구,동천동,1,4,1
1268928640,1,0,30.0,0,0,0,30대,144926.0,수지구,풍덕천동,0,11,0
1269427904,1,0,32.0,0,0,0,30대,207523.0,서울 강남구,기타,0,8,0
1269823232,1,0,49.0,0,0,0,40대,26418.0,기흥구,보정동,0,2,1
1269919744,1,0,46.0,1,0,0,40대,424537.0,수지구,상현동,0,15,1
1270023680,1,0,70.0,0,0,0,70대이상,3733.0,수지구,성복동,1,1,0
1270051520,1,0,57.0,0,0,0,50대,1422889.0,수지구,상현동,0,37,1
127043200,1,0,46.0,0,0,0,40대,526837.0,수지구,풍덕천동,0,26,1
1270541504,1,0,39.0,0,0,0,30대,161098.0,수지구,성복동,0,13,0
1270719680,1,0,44.0,0,1,0,40대,971196.0,수지구,풍덕천동,0,51,1
127080320,1,0,64.0,0,0,0,60대,62601.0,수지구,신봉동,1,6,1
1270866304,1,0,34.0,0,0,0,30대,30056.0,기타,기타,0,1,0
127091456,1,0,48.0,0,0,0,40대,1125866.0,수지구,신봉동,0,45,1
1270968384,1,0,40.0,0,0,0,40대,28525.0,수지구,상현동,0,1,1
127104448,1,0,66.0,0,0,0,60대,42691.0,수지구,죽전동,1,2,1
1271313600,1,0,51.0,1,0,0,50대,584070.0,수지구,풍덕천동,0,16,1
127141568,1,0,63.0,1,0,0,60대,917680.0,기흥구,보정동,1,26,1
1271515904,1,0,44.0,0,0,0,40대,68344.0,수지구,풍덕천동,0,6,1
1271527040,1,0,46.0,0,0,0,40대,229019.0,수지구,풍덕천동,0,23,1
1271816576,1,0,59.0,0,0,0,50대,1596237.0,수지구,동천동,0,48,1
127200960,1,0,42.0,0,0,0,40대,20197.0,분당구,구미동,0,1,1
1272508864,1,0,48.0,0,0,0,40대,643510.0,수지구,풍덕천동,0,32,1
1272536704,1,0,40.0,0,0,0,40대,27376.0,분당구,야탑동,0,1,1
1272672192,1,0,34.0,0,0,0,30대,84484.0,수지구,풍덕천동,0,11,0
127277056,1,0,52.0,1,0,0,50대,503493.0,수지구,성복동,0,32,1
127280768,1,0,53.0,0,0,0,50대,162630.0,수지구,풍덕천동,0,7,1
127282624,1,0,50.0,0,0,0,50대,201396.0,수지구,성복동,0,8,1
1272987712,1,0,34.0,0,0,0,30대,147602.0,기타,기타,0,8,0
1273115776,1,0,35.0,0,0,0,30대,65473.0,수지구,상현동,0,2,0
1273305088,1,0,36.0,0,0,0,30대,68725.0,수지구,풍덕천동,0,5,0
1273462848,1,0,41.0,0,0,0,40대,15315.0,수지구,성복동,0,1,1
1273509248,1,0,38.0,0,0,0,30대,14359.0,수지구,풍덕천동,0,2,0
1273765376,1,0,51.0,0,0,0,50대,229022.0,수지구,풍덕천동,0,14,1
1273850752,1,0,35.0,0,1,0,30대,37331.0,기타,기타,0,2,0
127438528,1,0,50.0,0,0,0,50대,289651.0,수지구,풍덕천동,0,22,1
1274385280,1,0,30.0,0,0,0,30대,17421.0,수지구,상현동,0,1,0
1274544896,1,0,38.0,0,0,0,30대,133183.0,수지구,풍덕천동,0,17,0
1274589440,1,1,65.0,0,0,0,60대,32162.0,수지구,풍덕천동,1,4,1
1274721216,1,0,53.0,0,0,0,50대,128650.0,서울 송파구,기타,0,9,1
1274741632,1,0,37.0,0,0,0,30대,29482.0,수지구,신봉동,0,2,0
1274758336,1,0,63.0,0,0,0,60대,25653.0,수지구,상현동,1,1,1
1274799168,1,0,68.0,0,0,0,60대,98593.0,수지구,상현동,1,5,1
1274895680,1,1,39.0,0,0,0,30대,58007.0,기타,기타,0,3,0
1274910528,1,0,68.0,0,0,0,60대,24888.0,수지구,기타,1,3,1
1274919808,1,0,81.0,0,0,0,70대이상,90743.0,수지구,기타,1,1,0
1274964352,1,0,33.0,0,0,0,30대,80214.0,수지구,상현동,0,1,0
1275005184,1,0,41.0,0,0,0,40대,38288.0,수지구,성복동,0,1,1
1275213056,1,0,45.0,0,0,0,40대,415690.0,수지구,풍덕천동,0,31,1
127529472,1,0,64.0,0,0,0,60대,9381.0,서울 송파구,기타,1,1,1
1275305856,1,0,62.0,0,0,0,60대,207428.0,수지구,성복동,1,13,1
127544320,1,0,48.0,0,0,0,40대,180704.0,수지구,풍덕천동,0,18,1
127559168,1,0,54.0,0,0,0,50대,131233.0,수지구,풍덕천동,0,16,1
1275782848,1,0,36.0,0,0,0,30대,6892.0,수지구,풍덕천동,0,1,0
1275784704,1,0,38.0,0,0,0,30대,58007.0,수지구,상현동,0,2,0
1275842240,1,0,43.0,0,0,0,40대,105006.0,수지구,동천동,0,14,1
1276207872,1,0,42.0,0,0,0,40대,35417.0,수지구,성복동,0,3,1
1276330368,1,0,48.0,0,0,0,40대,27088.0,수지구,동천동,0,6,1
127637120,1,0,53.0,0,0,0,50대,38480.0,수지구,풍덕천동,0,3,1
1276532672,1,0,39.0,0,0,0,30대,19336.0,수지구,풍덕천동,0,1,0
127668672,1,0,54.0,0,0,0,50대,146548.0,수지구,성복동,0,7,1
127676096,1,0,46.0,0,0,0,40대,213647.0,수지구,풍덕천동,0,11,1
1276890880,1,0,51.0,0,0,0,50대,186464.0,수지구,신봉동,0,6,1
1276924288,1,0,36.0,1,0,0,30대,785537.0,수지구,풍덕천동,0,23,0
127692800,1,0,59.0,0,0,0,50대,3829.0,분당구,수내동,0,1,1
1277039360,1,0,47.0,0,0,0,40대,22016.0,수지구,상현동,0,1,1
1277111744,1,0,39.0,0,0,0,30대,9955.0,수원 장안구,기타,0,1,0
1277163712,1,0,45.0,0,0,0,40대,187474.0,수지구,풍덕천동,0,9,1
1277171136,1,0,43.0,0,1,0,40대,6318.0,수지구,풍덕천동,0,1,1
1277256512,1,0,82.0,0,0,0,70대이상,73513.0,분당구,구미동,1,2,0
1277297344,1,0,39.0,0,0,0,30대,12060.0,수원 팔달구,기타,0,1,0
1277354880,1,0,33.0,0,0,0,30대,261605.0,수지구,풍덕천동,0,15,0
